Serial,FireYear,IncidentNumber,FiscalYear,FireArea,District,Unit,FireName,StatisticalCategory,PreparedBy,Landmark,Equipment,NumberPersonnel,PreparedDate,ModifiedBy,ModifiedDate,Twn,Rng,Sec,Subdiv,Longitude,Latitude,ProtectionAgency,FireOriginFederalLands,LandClass,FireThreatened,Minimum,Dual,County,LandownerType,OriginalSurcharge,SurchargeInvolved,SenateBill360Lot,SenateBill360Certified,DiscoveredBy,DiscoveredByName,CausedBy,GeneralCause,SpecificCause,CauseComments,LeadInvestigator,Degree_certain,GeneralRestriction,IndustrialRestriction,BurnIndex,WeatherStationID,RegulatedUseZone,Involve_op,Notif_year,Notif_dist,Notif_number,IgnitionTime,DiscoveryTime,ReportTime,InitialAttackTime,ControlTime,WalkInDelay,FemaFire,IntitialAttackBy,InitialAttackType,Flame_length,InitialAttackFireSizeAcres,InitialAttackBehavior,GeneralFuelModels,Topography,Aspect,Slope,Elevation,SizeClass,FinalFireSizeAcres,StateProtectedAcres,ESRI_OID,CauseType,x,y
114786,2019,19-511-002-20,2020,,51,511,CAMP MERIWETHER         ,1,SDONOWHO                ,17500 CAMP MERIWETHER         ,,,7/7/2019 12:00:00 AM,sddonowho,7/28/2019 12:21:00 PM,3S    ,10W   ,18,SWNW,-123.962,45.3144,1,1,1,1,0,0,29,10,0,0,2,,8,                        ,9,4,403,Abandoned Campfire,"Patton, Dominic",,1,1,NA ,350208 Tillamook        ,NW1,1,,,,7/7/2019 7:00:00 PM,7/7/2019 7:30:00 PM,7/7/2019 7:30:00 PM,7/7/2019 8:40:00 PM,7/9/2019 3:00:00 PM,0,0,1,3,,0.6,2,8,1,1,1,1,2,0.6,0.6,116942,3,422009.78510499,1318037.31594488
114787,2019,19-711-024-20,2020,,71,711,Alpine Rd 221           ,1,B. Zartman              ,6.31 miles South of Eagle Poin,,,7/8/2019 12:00:00 AM,disp_med1,7/15/2019 11:09:00 AM,37S   ,1W    ,1 ,NENE,-122.761,42.3866,1,1,2,2,1,1,15,13,1,0,1,0,6,Unknown                 ,15,8,801,This fire was caused by juveniles playing with fire,Paris Drake,,5,1,44 ,BUCKHORN SPRINGS        ,SW1,1,,,,7/7/2019 7:13:00 PM,7/7/2019 7:13:00 PM,7/7/2019 7:15:00 PM,7/7/2019 7:25:00 PM,7/7/2019 9:19:00 PM,0,0,1,4,,0.25,2,2,1,1,1,1,2,1,1,116943,3,701390.446194232,240511.712270334
114788,2019,19-521-005-20,2020,,52,521,Dozer Fire              ,1,A. Lopez                ,11.86 miles East of Astoria   ,,,7/8/2019 12:00:00 AM,Alopez,7/9/2019 12:31:00 PM,8N    ,7W    ,20,NWNW,-123.585,46.1696,1,1,10,1,0,0,4,10,0,0,0,,6,                        ,6,6,699,Burning without a permit (Closed fire season),A. Lopez,,5,1,,TIDEWATER               ,NW1,1,,,,7/4/2019 5:00:00 PM,7/4/2019 5:30:00 PM,7/4/2019 5:30:00 PM,7/4/2019 5:45:00 PM,7/4/2019 7:00:00 PM,0,0,1,4,,0.01,1,13,0,0,0,0,1,0.01,0,116944,3,530631.418635175,1625837.48753281
114791,2019,19-582-001-20,2020,,58,582,Tree Haven Complex      ,1,Shenandoah Ellis        ,3mi N Sublimity               ,,,7/4/2019 12:00:00 AM,MOLALLADISPATCH,7/14/2019 4:12:00 PM,8S    ,1W    ,15,NENW,-122.797,44.8814,1,1,5,1,1,1,24,13,1,1,2,,6,                        ,13,9,999,Trailer dragging chain.,Kindra Gross,,1,1,,352025 Jordan           ,CM1,1,,,,7/4/2019 5:30:00 PM,7/4/2019 5:30:00 PM,7/4/2019 5:30:00 PM,7/4/2019 5:45:00 PM,7/4/2019 6:30:00 PM,0,0,2,4,,0.5,2,2,0,0,0,0,2,0.5,0.5,116945,3,717101.517388448,1149733.62762468
114792,2019,19-582-002-20,2020,,58,582,Gap Fire                ,1,Shenandoah Ellis        ,2mi E Scio                    ,,,7/8/2019 12:00:00 AM,MOLALLADISPATCH,7/14/2019 4:17:00 PM,10S   ,1W    ,22,SWSW,-122.804,44.6819,1,1,1,1,0,0,22,13,0,0,2,,8,                        ,4,3,356,Farm equipment,Jacob Merrill,,5,1,,352025 Jordan           ,CM1,1,,,,7/8/2019 9:43:00 AM,7/8/2019 9:43:00 AM,7/8/2019 9:43:00 AM,7/8/2019 10:05:00 AM,7/8/2019 10:30:00 AM,0,0,2,4,,0.25,2,2,0,0,0,0,1,0.25,0.25,116946,3,713247.576115489,1077091.20800525
114793,2019,19-954-004-20,2020,,95,954,Dundas Way              ,1,Eddie Barragan          ,4 Miles East of Mosier        ,,,7/8/2019 12:00:00 AM,dgonzales,7/8/2019 12:19:00 PM,2N    ,12E   ,16,NENW,-121.325,45.6628,1,1,1,1,0,0,33,12,0,0,1,0,6,                        ,5,9,911,Gopher Bomb,Eddie Barragan,,5,9,,350919 Wasco Butte      ,MH1,1,,,,7/8/2019 8:00:00 AM,7/8/2019 10:00:00 AM,7/8/2019 10:05:00 AM,7/8/2019 10:22:00 AM,7/8/2019 11:00:00 AM,0,0,2,4,,0.01,1,10,0,0,0,0,1,0.01,0.01,116947,3,1101389.789042,1427362.63024935
114794,2019,19-781-002-20,2020,,78,781,LAWRENCE BACKYARD BURN  ,1,Adam Wruck              ,6.97 miles N Veneta           ,,,7/8/2019 12:00:00 AM,Acwruck,7/8/2019 11:55:00 AM,16S   ,6W    ,26,NESE,-123.372,44.1486,1,1,10,1,0,0,20,10,0,0,0,,9,                        ,6,6,604,Burn pile Left unattended,Bottensek,,1,1,31 ,352547 Village Creek    ,WT1,1,,,,7/7/2019 3:30:00 PM,7/7/2019 4:51:00 PM,7/7/2019 4:51:00 PM,7/7/2019 5:24:00 PM,7/7/2019 5:45:00 PM,0,0,1,2,,0.01,1,12,1,1,1,1,1,0.01,0.01,116948,3,558811.004921257,887485.885170609
114803,2019,19-532-001-20,2020,,53,532,Lindberg Road #1        ,1,Ryan Andrade            ,12 miles N. of Columbia City  ,,,7/8/2019 12:00:00 AM,lbrien,7/11/2019 11:39:00 AM,7N    ,2W    ,26,NENW,-122.895,46.0645,1,1,1,1,1,1,5,13,1,0,2,,9,                        ,15,10,0,Under Investigation,"Andrade, Ryan",,5,1,,350308                  ,NW3,1,,,,7/7/2019 10:00:00 AM,7/8/2019 10:05:00 AM,7/8/2019 10:05:00 AM,7/8/2019 10:13:00 AM,7/10/2019 9:48:00 AM,0,0,2,4,,0.01,2,3,0,0,0,0,1,0.01,0.01,116949,3,704295.576771647,1581679.83103675
114806,2019,19-721-165-19,2019,,72,721,Oak Street              ,1,,2 NW Coquille                 ,,,6/10/2019 12:00:00 AM,krobison,9/5/2019 11:15:00 AM,27S   ,13W   ,35,SWSE,-124.208,43.1842,1,1,1,1,1,0,6,90,1,0,0,,9,                        ,15,6,620,Public School developing land,"Wilmarth, Jeffrey",,0,0,,352820 Seven Mile Cr    ,CS1,1,,,,5/15/2019 12:00:00 PM,6/10/2019 2:09:00 PM,6/10/2019 2:09:00 PM,6/10/2019 2:09:00 PM,6/10/2019 2:53:00 PM,0,0,2,4,,0.01,2,1,0,0,0,0,1,0.01,0.01,116950,3,323733.061023623,545150.687007874
114813,2019,19-711-028-20,2020,,71,711,Falls Rd. PP #030702    ,1,B Zartman               ,1.38 miles Northwest of Butte ,,,7/8/2019 12:00:00 AM,disp_med1,7/15/2019 2:26:00 PM,35S   ,2E    ,3 ,SWNW,-122.58,42.5603,1,2,1,1,0,0,15,50,0,0,0,,6,Brent Ullom             ,7,3,375,Caused by faulty electrical connectors,Brandon Zartman,,5,2,41 ,ZIM                     ,SW2,1,,,,7/8/2019 5:30:00 PM,7/8/2019 6:00:00 PM,7/8/2019 6:03:00 PM,7/8/2019 6:35:00 PM,7/8/2019 7:46:00 PM,0,0,1,4,,0.01,1,8,1,1,1,1,1,0.1,0.1,116951,3,751891.826443568,302517.520013124
114838,2019,19-581-002-20,2020,,58,581,Hult Pile               ,1,Shenandoah Ellis        ,Colton                        ,,,7/10/2019 12:00:00 AM,MOLALLADISPATCH,7/21/2019 4:59:00 PM,4S    ,3E    ,33,SWSW,-122.446,45.1751,1,1,10,1,1,1,3,13,1,0,2,,6,                        ,5,6,603,,Thomas Dasso,,5,1,,350728 Eagle Creek      ,CM1,1,,,,7/10/2019 9:00:00 AM,7/10/2019 9:58:00 AM,7/10/2019 9:58:00 AM,7/10/2019 10:15:00 AM,7/10/2019 10:15:00 AM,0,0,2,3,,0.01,1,5,0,0,0,0,1,0.01,0.01,116952,3,810577.589566931,1254422.92355643
114853,2019,19-712-095-20,2020,,71,712,Garner Rd 670           ,1,"Pope, Justin            ",4.47 miles E of CJ            ,,,7/11/2019 12:00:00 AM,gpdisp,7/14/2019 2:49:00 PM,39S   ,7W    ,31,NENE,-123.567,42.1399,1,1,1,1,1,1,17,13,1,0,1,1,6,                        ,5,9,902,Burning structure,"Pope, Justin",,5,2,41 ,353115 Iv Airport       ,SW3,1,,,,7/10/2019 11:21:00 PM,7/10/2019 11:28:00 PM,7/10/2019 11:31:00 PM,7/10/2019 11:43:00 PM,7/14/2019 12:07:00 PM,0,0,2,4,,0.1,2,1,1,1,1,1,1,0.1,0.1,116953,3,480328.783464566,157703.433070868
114854,2019,19-712-096-20,2020,,71,712,Holland Loop 5373       ,1,"Pope, Justin            ",4.62 Miles Southeast of Cave J,,,7/11/2019 12:00:00 AM,gpdisp,7/15/2019 2:08:00 PM,40S   ,7W    ,6 ,NENW,-123.574,42.1251,1,1,1,1,1,1,17,13,1,0,1,0,6,                        ,5,3,351,Burning Vehicle,"Pope, Justin",,5,2,41 ,353115 Iv Airport       ,SW3,1,,,,7/11/2019 3:20:00 AM,7/11/2019 3:35:00 AM,7/11/2019 3:42:00 AM,7/11/2019 3:50:00 AM,7/14/2019 12:20:00 PM,0,0,2,4,,0.01,1,8,1,1,1,1,1,0.01,0.01,116954,3,478228.746719167,152382.419619426
114858,2019,19-711-037-20,2020,,71,711,Fall Creek              ,1,Nate Warner             ,8.46 miles Northwest of Butte ,,,7/11/2019 12:00:00 AM,DISP_MED1,9/30/2019 8:21:00 AM,33S   ,2E    ,31,NESW,-122.63,42.6561,1,2,1,1,0,0,15,50,0,0,0,,4,233 162                 ,15,6,604,Fire was left unattended when RP was arrested,Nate Warner,,5,2,42 ,ZIM                     ,SW2,1,,,,7/11/2019 5:00:00 AM,7/11/2019 12:31:00 PM,7/11/2019 12:31:00 PM,7/11/2019 12:31:00 PM,7/11/2019 12:36:00 PM,0,0,1,4,,0.01,1,8,1,1,1,1,1,0.01,0.01,116955,3,739328.343503937,337771.672244102
114864,2019,19-954-006-20,2020,,95,954,Ridgetop Road           ,1,Kyle DePriest           ,7.5 Miles SW of Dufur         ,,,7/11/2019 12:00:00 AM,dgonzales,7/12/2019 10:47:00 AM,2S    ,12E   ,11,SWNW,-121.274,45.4114,1,1,1,1,0,0,33,13,1,0,1,0,6,                        ,5,3,351,origin destroyed during supression proir to ODF arrival,Richard Fletcher,,5,9,,350919 Wasco Butte      ,MH1,1,,,,7/11/2019 2:00:00 PM,7/11/2019 2:20:00 PM,7/11/2019 2:35:00 PM,7/11/2019 3:00:00 PM,7/11/2019 8:00:00 PM,0,0,8,0,,0.25,2,99,0,0,0,0,1,0.25,0.25,116956,3,1113565.73753281,1335567.83300525
114866,2019,19-712-101-20,2020,,71,712,Hog Creek               ,1,"Holmes, Chris           ",11.39 miles NW of GP          ,,,7/11/2019 12:00:00 AM,gpdisp,7/21/2019 8:29:00 PM,35S   ,7W    ,2 ,SWSE,-123.475,42.5515,1,1,1,1,1,0,17,30,0,0,0,,8,                        ,2,3,339,Friction from a circular saw,Derrek Johnson,,5,2,41 ,353122 Merlin           ,SW3,2,2019,712,3116,7/11/2019 2:05:00 PM,7/11/2019 2:07:00 PM,7/11/2019 2:10:00 PM,7/11/2019 2:22:00 PM,7/16/2019 5:50:00 PM,2,0,3,5,,0.2,1,12,1,1,1,1,1,0.2,0.2,116957,1,510711.06594488,306735.16699475
114881,2019,19-712-112-20,2020,,71,712,Hanby Ln                ,1,"Roberts, Jeffrey        ",0.77 miles North of Cave Junct,,,7/12/2019 12:00:00 AM,gpdisp,7/15/2019 7:09:00 PM,39S   ,8W    ,16,NESE,-123.644,42.1737,1,1,1,1,1,1,17,10,1,0,0,,6,                        ,15,5,599,Smoking embers landing in bark dust,"Roberts, Jeff",,5,2,38 ,353115 Iv Airport       ,SW3,1,,,,7/12/2019 4:10:00 PM,7/12/2019 4:11:00 PM,7/12/2019 4:12:00 PM,7/12/2019 4:15:00 PM,7/15/2019 11:05:00 AM,0,0,1,1,,0.01,1,1,1,1,1,1,1,0.01,0.01,116958,3,459922.191601053,170807.210958004
114884,2019,19-731-028-20,2020,,73,731,Hancock Mtn             ,1,F. Baimbridge           ,,,,7/13/2019 12:00:00 AM,mperez,8/1/2019 1:51:00 PM,22S   ,7W    ,22,NWNW,-123.531,43.6531,1,1,1,1,0,0,10,10,0,0,0,,3,                        ,2,3,349,Piece of equipment into powerline,Christian Norton,,5,2,,353043 Mt. Yoncalla     ,DG1,2,2019,731,4570,7/11/2019 12:30:00 PM,7/11/2019 12:30:00 PM,7/11/2019 12:30:00 PM,7/11/2019 1:00:00 PM,7/11/2019 1:00:00 PM,0,0,3,1,,0.01,2,1,0,1,1,1,1,0.01,0.01,116959,1,510447.313976377,708520.283136487
114887,2019,19-732-031-20,2020,,73,732,Industrial Way          ,1,F. Baimbridge           ,2.24 miles Northeast of Riddle,,,7/13/2019 12:00:00 AM,eejackson,7/15/2019 12:37:00 PM,30S   ,6W    ,12,NENE,-123.347,42.9811,1,1,2,2,0,0,10,14,0,0,0,,6,                        ,6,6,630,,Brandon Kerns,,5,2,46 ,SILVER BUTTE            ,DG1,1,,,,7/12/2019 7:30:00 PM,7/12/2019 7:40:00 PM,7/12/2019 7:40:00 PM,7/12/2019 7:56:00 PM,7/12/2019 9:30:00 PM,0,0,1,4,,0.1,2,5,1,1,1,1,1,0.1,0.1,116960,3,550615.883202106,462006.686679795
114890,2019,19-582-003-20,2020,,58,582,Stockpile Fire          ,1,Shenandoah Ellis        ,1mi N Lyons                   ,,,7/13/2019 12:00:00 AM,MOLALLADISPATCH,7/21/2019 5:52:00 PM,9S    ,1E    ,13,NENW,-122.632,44.7927,1,1,1,1,0,1,24,13,1,1,2,,6,                        ,5,9,999,Grass debris ignited from moisture.,Kindra Gross,,5,1,,352025 Jordan           ,CM1,1,,,,7/12/2019 6:00:00 PM,7/12/2019 6:00:00 PM,7/12/2019 6:18:00 PM,7/12/2019 6:48:00 PM,7/12/2019 7:00:00 PM,0,0,2,4,,0.18,1,2,0,0,0,0,1,0.15,0.15,116961,3,759009.650918633,1116257.67060368
114891,2019,19-723-012-20,2020,,72,723,Sporthaven Beach        ,1,,2 SE Brookings                ,,,7/13/2019 12:00:00 AM,apnukusuk,7/22/2019 9:54:00 AM,41S   ,13W   ,9 ,NWSW,-124.262,42.0381,1,1,1,2,1,0,8,20,0,0,0,,5,                        ,9,4,402,,Derwin Boggs,,5,1,,352920 Red Mound        ,CS4,1,,,,7/11/2019 12:00:00 PM,7/11/2019 12:00:00 PM,7/11/2019 12:00:00 PM,7/11/2019 12:15:00 PM,7/11/2019 2:10:00 PM,0,0,1,1,,0.01,2,99,0,0,0,0,1,0.01,0.01,116962,3,290210.034776896,128467.605643049
114893,2019,19-982-002-20,2020,,98,982,Bob Flat 193            ,1,R. S. Gates             ,Sycan Estates                 ,,,7/13/2019 12:00:00 AM,RSGates,9/15/2019 3:55:00 PM,33S   ,13E   ,24,SESW,-121.753,42.4164,1,1,1,1,1,0,18,10,1,1,0,,2,Hager Mountain          ,5,6,699,UNDER INVESTIGATION,Kevin Burdon,,1,9,,353429 Summer Lake      ,KF2,1,,,,7/12/2019 3:00:00 PM,7/12/2019 4:47:00 PM,7/12/2019 4:47:00 PM,7/12/2019 5:30:00 PM,7/13/2019 9:05:00 PM,0,0,2,4,,5,2,1,0,0,0,0,3,13.36,13.36,116963,3,973900.199803144,245544.787401572
114898,2019,19-733-034-20,2020,,73,733,Mistletoe Lane          ,1,,3.71 miles Northeast of Winsto,,,7/13/2019 12:00:00 AM,fbaimbridge,8/2/2019 1:53:00 PM,27S   ,6W    ,35,SWSW,-123.384,43.1719,1,1,1,2,0,1,10,10,0,0,0,,6,                        ,7,3,371,Downed powerline,Cody Lokan,,5,2,44 ,NORTH BANK              ,DG1,1,,,,6/13/2019 12:50:00 PM,6/13/2019 12:55:00 PM,6/13/2019 1:00:00 PM,6/13/2019 1:10:00 PM,6/13/2019 3:30:00 PM,0,0,2,4,,0.5,2,1,1,1,1,1,2,0.5,0.5,116964,3,543162.688320205,531850.60826771
114908,2019,19-711-041-20,2020,,71,711,Ramsey Rd 8640          ,1,Daniel Moore            ,5.32 miles Northeast of Gold H,,,7/13/2019 12:00:00 AM,disp_med1,9/8/2019 2:48:00 PM,35S   ,2W    ,30,NWSW,-122.992,42.4974,1,1,2,2,0,0,15,12,1,0,0,,6,Ruth Garvin             ,15,9,902,The burning structue spread to the surrounding wildland,Daniel Moore,,5,2,42 ,EVANS CREEK             ,SW1,1,,,,7/13/2019 6:51:00 PM,7/13/2019 6:52:00 PM,7/13/2019 6:55:00 PM,7/13/2019 7:00:00 PM,7/13/2019 8:00:00 PM,0,0,1,4,,0.1,2,2,1,1,1,1,1,0.1,0.1,116965,3,640215.507217854,282690.321194232
114911,2019,19-974-003-20,2020,,97,974,Alder Spring            ,1,Chaz Murray             ,Alder Slope                   ,,,7/14/2019 12:00:00 AM,cfratzke,8/24/2019 9:18:00 AM,2S    ,44E   ,21,SESW,-117.323,45.3666,1,1,1,1,0,0,32,12,0,0,0,,6,                        ,1,1,101,Lightning,Andy Hayes,,1,9,,351502 Harl Butte       ,NE2,1,,,,7/13/2019 8:00:00 PM,7/13/2019 9:00:00 PM,7/14/2019 6:26:00 AM,7/14/2019 7:30:00 AM,7/14/2019 5:09:00 PM,20,0,1,1,,0.1,1,8,0,0,0,0,1,0.1,0.1,116966,2,2128677.27132545,1334092.1925853
114912,2019,19-974-004-20,2020,,97,974,Wortman                 ,1,KyleAlexander           ,,,,7/14/2019 12:00:00 AM,cfratzke,8/18/2019 1:40:00 PM,1S    ,44E   ,33,SESW,-117.326,45.4261,1,1,5,1,0,0,32,10,0,0,0,,6,                        ,1,1,101,,Kyle Alexander,,1,9,,351518 Eden             ,NE2,1,,,,7/13/2019 9:45:00 PM,7/13/2019 9:45:00 PM,7/13/2019 9:50:00 PM,7/13/2019 10:00:00 PM,7/13/2019 10:00:00 PM,0,0,2,4,,0.1,1,1,0,0,0,0,1,0.1,0.1,116967,2,2127068.32283464,1355740.88845144
114918,2019,19-581-005-20,2020,,58,581,Buckner Creek Rd        ,1,Shenandoah Ellis        ,17189 Buckner Creek Rd.       ,,,7/13/2019 12:00:00 AM,MOLALLADISPATCH,7/21/2019 11:25:00 AM,4S    ,2E    ,12,SWSW,-122.514,45.2309,1,1,1,1,1,1,3,13,1,0,2,,6,                        ,4,3,356,Farm equipment caught the field on fire.,Greg Melhorn,,5,1,,350727 Horse Creek      ,CM1,1,,,,7/12/2019 5:00:00 PM,7/12/2019 5:00:00 PM,7/12/2019 5:00:00 PM,7/12/2019 5:15:00 PM,7/12/2019 7:50:00 PM,0,0,2,3,,9.2,3,1,0,0,0,0,2,9.2,9.2,116968,3,793546.718832016,1275183.31627296
114924,2019,19-974-005-20,2020,,97,974,Suspender               ,1,Shea Swedin             ,,,,7/14/2019 12:00:00 AM,cfratzke,8/24/2019 8:27:00 AM,1N    ,44E   ,11,NESE,-117.272,45.5773,1,1,2,2,0,0,32,12,0,0,0,,7,                        ,1,1,101,,"Swedin, Shea",,1,9,,351518 Eden             ,NE2,1,,,,7/14/2019 5:50:00 AM,7/14/2019 12:29:00 PM,7/14/2019 12:30:00 PM,7/14/2019 12:47:00 PM,7/23/2019 4:08:00 PM,5,0,1,1,,0.34,2,3,0,0,0,0,2,0.35,0.35,116969,2,2138755.33891076,1411371.96325459
114928,2019,19-771-020-20,2020,,77,771,Dorena Mble Home        ,1,Maci McDougall          ,34834 Shoreview dr            ,,,7/14/2019 12:00:00 AM,mlmcdougall,7/15/2019 12:27:00 PM,20S   ,2W    ,31,SENE,-122.97,43.7905,1,1,1,1,1,1,20,10,1,1,2,,6,                        ,9,5,599,A marijuana pipe was found near the stump involved,Justin Patten,,5,1,29 ,352562 Green Mountain   ,EL1,1,,,,7/14/2019 3:45:00 PM,7/14/2019 3:50:00 PM,7/14/2019 3:58:00 PM,7/14/2019 4:00:00 PM,7/14/2019 4:15:00 PM,0,0,8,0,,0.01,2,2,1,1,1,1,1,0.01,0.01,116970,3,660323.878937006,753601.148293957
114931,2019,19-982-003-20,2020,,98,982,Boneyard 197            ,1,R. S. Gates             ,Bagley Ditch                  ,,,7/14/2019 12:00:00 AM,RSGates,9/15/2019 4:11:00 PM,33S   ,19E   ,31,SENW,-120.523,42.6667,1,1,1,2,0,0,19,10,1,0,0,,6,                        ,4,3,353,Cutting metal pipes with chop saw,Mike Leach,,1,9,,353422 Coffee Pot 2     ,KF2,1,,,,7/14/2019 11:34:00 AM,7/14/2019 11:35:00 AM,7/14/2019 11:35:00 AM,7/14/2019 11:48:00 AM,7/22/2019 4:13:00 PM,0,0,2,4,,0.1,2,99,0,0,0,0,2,0.5,0.5,116971,3,1306152.55971129,334203.177493438
114932,2019,19-731-036-20,2020,,73,731,Oak St.                 ,1,,0.8 miles Northeast of Oakland,,,7/14/2019 12:00:00 AM,mperez,7/17/2019 10:10:00 AM,25S   ,5W    ,4 ,NENE,-123.289,43.4316,1,1,1,2,0,0,10,13,0,0,0,,8,                        ,4,3,353,"Installing gate on driveway, grinding metal",Adam Sinkey,,5,2,,NORTH BANK              ,DG1,1,,,,7/14/2019 5:05:00 PM,7/14/2019 5:05:00 PM,7/14/2019 5:15:00 PM,7/14/2019 5:25:00 PM,7/14/2019 6:45:00 PM,0,0,1,3,,0.5,2,5,1,1,1,1,2,0.5,0.5,116972,3,571704.32152231,625571.070538059
114938,2019,19-781-003-20,2020,,78,781,82025 Davisson          ,1,Brandy Simmons          ,2.08 Miles N of Creswell      ,,,7/14/2019 12:00:00 AM,Acwruck,7/15/2019 4:59:00 PM,19S   ,3W    ,26,NWSW,-123.019,43.8878,6,1,9,1,0,0,20,10,0,0,0,,6,                        ,9,3,380,,Kastel,,1,1,33 ,352547 Village Creek    ,WT1,1,,,,7/14/2019 11:45:00 AM,7/14/2019 12:05:00 PM,7/14/2019 12:05:00 PM,7/14/2019 12:10:00 PM,7/14/2019 12:40:00 PM,0,0,1,3,,0.01,1,2,1,1,1,1,1,0.1,0.1,116973,3,648480.982611552,789438.844488189
114939,2019,19-781-004-20,2020,,78,781,South Canary            ,1,Brandy Simmons          ,3.93 Miles E of Dune city     ,,,7/14/2019 12:00:00 AM,Acwruck,7/15/2019 12:41:00 PM,19S   ,11W   ,16,SWSW,-124.024,43.9161,1,1,10,1,0,0,20,10,0,0,0,,8,Tara Harley             ,6,6,699,Failure to prevent fire from escaping,Dylan Perry,,1,1,33 ,352547 Village Creek    ,SL2,1,,,,7/14/2019 1:30:00 PM,7/14/2019 1:42:00 PM,7/14/2019 1:42:00 PM,7/14/2019 1:54:00 PM,7/14/2019 2:08:00 PM,0,0,2,4,,0.03,2,1,1,1,1,1,1,0.03,0.03,116974,3,384204.752296582,809489.75131233
114940,2019,19-721-015-20,2020,,72,721,Hollywood Lane          ,1,,4.5 W Coos Bay                ,,,7/14/2019 12:00:00 AM,rvhancock,8/21/2019 7:35:00 PM,26S   ,14W   ,1 ,SENW,-124.304,43.3479,1,1,1,1,1,0,6,10,0,0,0,,10,                        ,14,4,404,,Chris Siebrasse,,5,1,,352820 Seven Mile Cr    ,CS1,1,,,,7/12/2019 11:00:00 PM,7/13/2019 7:12:00 PM,7/13/2019 7:12:00 PM,7/13/2019 7:31:00 PM,7/13/2019 8:45:00 PM,0,0,1,4,,0.01,1,8,0,0,0,0,1,0.01,0.01,116975,3,300919.421587929,605919.957349077
114943,2019,19-974-006-20,2020,,97,974,Hick Springs            ,1,D.Weaver                ,,,,7/15/2019 12:00:00 AM,cfratzke,8/20/2019 10:01:00 AM,2N    ,44E   ,35,NWSE,-117.279,45.608,1,1,1,1,0,0,32,10,0,0,0,,9,Fred Barstad            ,1,1,101,,"Weaver, Dani",,1,9,,351518 Eden             ,NE2,1,,,,7/14/2019 5:59:00 AM,7/14/2019 5:00:00 PM,7/14/2019 5:12:00 PM,7/14/2019 7:08:00 PM,7/14/2019 8:12:00 PM,15,0,1,3,,0.01,1,3,0,0,0,0,1,0.01,0.01,116976,2,2136525.07972442,1422487.93569554
114949,2019,19-973-003-20,2020,,97,973,McKay Creek             ,1,Chelsea Thomas          ,McDonald Canyon               ,,,7/15/2019 12:00:00 AM,jblauer,7/18/2019 1:20:00 PM,1S    ,33E   ,6 ,SWSE,-118.723,45.4995,1,1,2,2,0,0,30,12,0,1,0,,8,Eric Insko              ,4,3,382,Fire caused by ember lodged in grass under mower deck.,Justin Lauer,,1,9,,352329 Case             ,NE1,1,,,,7/14/2019 12:49:00 PM,7/14/2019 12:52:00 PM,7/14/2019 12:56:00 PM,7/14/2019 1:50:00 PM,7/15/2019 12:08:00 PM,0,0,2,3,,7,2,2,0,0,0,0,3,18.5,18.5,116977,3,1767973.53346457,1371685.61909449
114952,2019,19-721-020-20,2020,,72,721,Winchester Trails       ,1,,6.5 NW Coquille               ,,,7/15/2019 12:00:00 AM,rvhancock,8/21/2019 6:36:00 PM,27S   ,13W   ,18,SWNW,-124.295,43.2311,1,1,1,1,1,0,6,30,0,0,0,,9,                        ,15,5,506,,"Gibbons, Kyle",,5,1,,352820 Seven Mile Cr    ,CS1,1,,,,7/15/2019 2:00:00 PM,7/15/2019 2:30:00 PM,7/15/2019 3:00:00 PM,7/15/2019 3:33:00 PM,7/15/2019 3:43:00 PM,0,0,1,4,,0.01,1,2,0,0,0,0,1,0.01,0.01,116978,3,301343.740485564,563285.661089242
114958,2019,19-581-006-20,2020,,58,581,Lake Fire               ,1,Shenandoah Ellis        ,3mi E Elk Prairie             ,,,7/15/2019 12:00:00 AM,MOLALLADISPATCH,8/23/2019 12:41:00 PM,7S    ,3E    ,8 ,SENW,-122.469,44.9767,1,1,10,1,0,0,3,11,0,0,2,,3,                        ,2,3,338,Fire caused by a wiring malfunction in the log loader.,Jesse Batson,,5,1,,350727 Horse Creek      ,CM1,3,2019,581,1189,7/15/2019 3:00:00 PM,7/15/2019 4:15:00 PM,7/15/2019 4:15:00 PM,7/15/2019 5:30:00 PM,7/16/2019 1:30:00 AM,0,0,1,4,,0.25,2,12,0,0,0,0,1,0.25,0.25,116979,1,802913.919619426,1182256.08366142
114967,2019,19-712-131-20,2020,,71,712,Walker Mt.              ,1,"Holmes, Chris           ",6.91 miles N of GP            ,,,7/16/2019 12:00:00 AM,gpdisp,7/19/2019 7:15:00 PM,35S   ,5W    ,8 ,SESE,-123.309,42.5382,1,1,1,1,1,0,17,50,0,0,0,,6,                        ,9,4,402,Unattended party fire,"Holmes, Chris",,5,2,38 ,353122 Merlin           ,SW3,1,,,,7/15/2019 9:30:00 PM,7/15/2019 10:00:00 PM,7/15/2019 10:11:00 PM,7/15/2019 10:30:00 PM,7/19/2019 12:08:00 PM,0,0,1,4,,0.01,1,10,1,1,1,1,1,0.01,0.01,116980,3,555256.78641732,300314.301837265
